,Input.percentA,Input.percentB,Input.prizeA,Input.prizeB,Choice,A?
1113,40,70,250,143,B,False
1114,40,70,250,143,B,False
1115,40,70,250,143,B,False
1116,40,70,250,143,B,False
1117,40,70,250,143,B,False
1118,40,75,250,133,B,False
1119,40,75,250,133,B,False
1120,40,75,250,133,A,True
1121,40,75,250,133,B,False
1122,40,75,250,133,B,False
1123,40,75,250,133,B,False
1124,40,75,250,133,B,False
1125,40,75,250,133,B,False
1126,40,75,250,133,B,False
1127,40,75,250,133,B,False
1128,40,80,250,125,B,False
1129,40,80,250,125,B,False
1130,40,80,250,125,B,False
1131,40,80,250,125,B,False
1132,40,80,250,125,B,False
1133,40,80,250,125,B,False
1134,40,80,250,125,B,False
1135,40,80,250,125,B,False
1136,40,80,250,125,B,False
1137,40,80,250,125,B,False
1138,40,90,250,111,B,False
1139,40,90,250,111,B,False
1140,40,90,250,111,B,False
1141,40,90,250,111,B,False
1142,40,90,250,111,B,False
1143,40,90,250,111,B,False
1144,40,90,250,111,B,False
1145,40,90,250,111,A,True
1146,40,90,250,111,B,False
1147,40,90,250,111,B,False
1148,40,95,250,105,B,False
1149,40,95,250,105,B,False
1150,40,95,250,105,B,False
1151,40,95,250,105,B,False
1152,40,95,250,105,B,False
1153,40,95,250,105,B,False
1154,40,95,250,105,B,False
1155,40,95,250,105,B,False
1156,40,95,250,105,B,False
1157,40,95,250,105,B,False
1158,50,60,200,167,B,False
1159,50,60,200,167,A,True
1160,50,60,200,167,A,True
1161,50,60,200,167,B,False
1162,50,60,200,167,A,True
1163,50,60,200,167,A,True
1164,50,60,200,167,B,False
1165,50,60,200,167,A,True
1166,50,60,200,167,A,True
1167,50,60,200,167,A,True
1168,50,70,200,143,B,False
1169,50,70,200,143,B,False
1170,50,70,200,143,B,False
1171,50,70,200,143,A,True
1172,50,70,200,143,B,False
1173,50,70,200,143,B,False
1174,50,70,200,143,B,False
1175,50,70,200,143,B,False
1176,50,70,200,143,A,True
1177,50,70,200,143,A,True
1178,50,75,200,133,B,False
1179,50,75,200,133,B,False
1180,50,75,200,133,B,False
1181,50,75,200,133,B,False
1182,50,75,200,133,B,False
1183,50,75,200,133,B,False
1184,50,75,200,133,B,False
1185,50,75,200,133,B,False
1186,50,75,200,133,B,False
1187,50,75,200,133,B,False
1188,50,80,200,125,A,True
1189,50,80,200,125,B,False
1190,50,80,200,125,B,False
1191,50,80,200,125,A,True
1192,50,80,200,125,B,False
1193,50,80,200,125,B,False
1194,50,80,200,125,B,False
1195,50,80,200,125,B,False
1196,50,80,200,125,B,False
1197,50,80,200,125,B,False
1198,50,90,200,111,B,False
1199,50,90,200,111,B,False
1200,50,90,200,111,B,False
1201,50,90,200,111,B,False
1202,50,90,200,111,B,False
1203,50,90,200,111,B,False
1204,50,90,200,111,B,False
1205,50,90,200,111,B,False
1206,50,90,200,111,B,False
1207,50,90,200,111,B,False
1208,50,95,200,105,B,False
1209,50,95,200,105,B,False
1210,50,95,200,105,B,False
1211,50,95,200,105,B,False
1212,50,95,200,105,A,True
1213,50,95,200,105,B,False
1214,50,95,200,105,B,False
1215,50,95,200,105,B,False
1216,50,95,200,105,B,False
1217,50,95,200,105,B,False
1218,60,70,167,143,B,False
1219,60,70,167,143,B,False
1220,60,70,167,143,A,True
1221,60,70,167,143,B,False
1222,60,70,167,143,B,False
1223,60,70,167,143,A,True
1224,60,70,167,143,A,True
1225,60,70,167,143,B,False
1226,60,70,167,143,B,False
1227,60,70,167,143,A,True
1228,60,75,167,133,A,True
1229,60,75,167,133,B,False
1230,60,75,167,133,A,True
1231,60,75,167,133,B,False
1232,60,75,167,133,B,False
1233,60,75,167,133,B,False
1234,60,75,167,133,B,False
1235,60,75,167,133,B,False
1236,60,75,167,133,B,False
1237,60,75,167,133,B,False
1238,60,80,167,125,A,True
1239,60,80,167,125,B,False
1240,60,80,167,125,B,False
1241,60,80,167,125,B,False
1242,60,80,167,125,B,False
1243,60,80,167,125,A,True
1244,60,80,167,125,B,False
1245,60,80,167,125,B,False
1246,60,80,167,125,B,False
1247,60,80,167,125,B,False
1248,60,90,167,111,B,False
1249,60,90,167,111,B,False
1250,60,90,167,111,B,False
1251,60,90,167,111,B,False
1252,60,90,167,111,B,False
1253,60,90,167,111,A,True
1254,60,90,167,111,B,False
1255,60,90,167,111,A,True
1256,60,90,167,111,B,False
1257,60,90,167,111,A,True
1258,60,95,167,105,B,False
1259,60,95,167,105,B,False
1260,60,95,167,105,B,False
1261,60,95,167,105,B,False
1262,60,95,167,105,A,True
1263,60,95,167,105,A,True
1264,60,95,167,105,B,False
1265,60,95,167,105,B,False
1266,60,95,167,105,B,False
1267,60,95,167,105,B,False
1268,70,75,143,133,B,False
1269,70,75,143,133,A,True
1270,70,75,143,133,B,False
1271,70,75,143,133,B,False
1272,70,75,143,133,A,True
1273,70,75,143,133,B,False
1274,70,75,143,133,A,True
1275,70,75,143,133,B,False
1276,70,75,143,133,B,False
1277,70,75,143,133,B,False
1278,70,80,143,125,B,False
1279,70,80,143,125,B,False
1280,70,80,143,125,B,False
1281,70,80,143,125,A,True
1282,70,80,143,125,B,False
1283,70,80,143,125,A,True
1284,70,80,143,125,A,True
1285,70,80,143,125,B,False
1286,70,80,143,125,B,False
1287,70,80,143,125,B,False
1288,70,95,143,105,B,False
1289,70,95,143,105,B,False
1290,70,95,143,105,B,False
1291,70,95,143,105,B,False
1292,70,95,143,105,B,False
1293,70,95,143,105,B,False
1294,70,95,143,105,B,False
1295,70,95,143,105,B,False
1296,70,95,143,105,B,False
1297,70,95,143,105,A,True
1298,75,80,133,125,B,False
1299,75,80,133,125,A,True
1300,75,80,133,125,A,True
1301,75,80,133,125,A,True
1302,75,80,133,125,B,False
1303,75,80,133,125,B,False
1304,75,80,133,125,A,True
1305,75,80,133,125,B,False
1306,75,80,133,125,B,False
1307,75,80,133,125,A,True
1308,75,90,133,111,B,False
1309,75,90,133,111,B,False
1310,75,90,133,111,B,False
1311,75,90,133,111,B,False
1312,75,90,133,111,B,False
1313,75,90,133,111,B,False
1314,75,90,133,111,A,True
1315,75,90,133,111,B,False
1316,75,90,133,111,B,False
1317,75,90,133,111,B,False
1318,75,95,133,105,B,False
1319,75,95,133,105,B,False
1320,75,95,133,105,A,True
1321,75,95,133,105,B,False
1322,75,95,133,105,A,True
1323,75,95,133,105,B,False
1324,75,95,133,105,B,False
1325,75,95,133,105,B,False
1326,75,95,133,105,B,False
1327,75,95,133,105,A,True
1328,80,90,125,111,B,False
1329,80,90,125,111,B,False
1330,80,90,125,111,B,False
1331,80,90,125,111,A,True
1332,80,90,125,111,B,False
1333,80,90,125,111,B,False
1334,80,90,125,111,B,False
1335,80,90,125,111,B,False
1336,80,90,125,111,B,False
1337,80,90,125,111,A,True
1338,80,95,125,105,B,False
1339,80,95,125,105,A,True
1340,80,95,125,105,B,False
1341,80,95,125,105,B,False
1342,80,95,125,105,B,False
1343,80,95,125,105,B,False
1344,80,95,125,105,B,False
1345,80,95,125,105,B,False
1346,80,95,125,105,B,False
1347,80,95,125,105,B,False
1348,90,95,111,105,B,False
1349,90,95,111,105,B,False
1350,90,95,111,105,B,False
1351,90,95,111,105,A,True
1352,90,95,111,105,B,False
1353,90,95,111,105,B,False
1354,90,95,111,105,B,False
1355,90,95,111,105,B,False
1356,90,95,111,105,A,True
1357,90,95,111,105,B,False
